,121,123,231,213,212,1234,1213,1232,2134,2132,1212,2313,2312,121S,123S,231S,213S,212S,1234S,1213S,1232S,2134S,2132S,1212S,2313S,2312S,12S,21S,23S
149101,1,15,19,27,6,4,2,1,4,2,2,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
25407,1,22,35,20,5,8,6,1,10,2,0,1,2,2,2,1,1,1,0,0,0,2,0,0,0,0,4,4,0
437057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29291,1,37,27,22,0,19,8,3,12,3,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54819,0,1,5,2,1,1,0,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1
286381,1,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20685,1,21,19,13,5,6,10,3,13,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0
243931,1,6,9,5,2,2,2,0,2,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1
25517,1,9,18,12,2,2,0,1,3,2,0,0,1,0,1,2,1,2,0,0,0,0,0,0,0,0,1,1,10
99633,1,6,2,5,0,2,0,2,1,0,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
209211,1,2,6,6,0,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5
26433,1,9,8,14,0,7,2,1,4,1,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
26938,0,4,2,3,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25805,1,23,15,7,1,5,2,3,5,4,0,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0
222761,1,3,2,4,2,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25616,0,1,6,8,1,1,0,2,2,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
266917,0,4,2,2,0,2,0,0,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
25996,1,5,0,7,1,4,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
255320,0,3,3,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
426704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93331,1,6,4,6,2,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,4
54313,1,1,4,1,0,1,0,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7986,1,22,10,22,2,12,2,5,13,3,2,2,0,0,0,2,0,0,2,0,0,2,0,0,0,0,1,1,1
20677,1,15,18,14,6,11,4,4,2,2,0,3,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0
25947,0,28,12,16,2,11,2,4,9,1,2,2,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,3,0
286388,0,1,3,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
426702,1,10,10,9,2,3,0,0,7,0,0,2,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0
404216,0,3,2,7,1,4,2,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0
406156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247162,1,3,9,5,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
301013,1,46,30,32,3,15,12,4,24,1,0,3,1,0,2,0,3,0,0,0,0,1,0,0,0,0,2,3,0
328488,1,14,7,9,4,11,2,1,6,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
86745,1,8,8,15,0,5,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25789,0,4,5,3,0,1,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
25859,1,10,5,9,3,6,2,3,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
437636,0,3,9,5,0,1,0,1,3,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
396628,1,4,4,1,0,3,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
397033,1,4,4,13,0,4,0,0,9,0,2,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0
343116,1,3,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237267,1,4,6,5,2,1,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25637,1,7,12,14,3,5,4,3,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
26085,1,5,9,4,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25467,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26378,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477744,1,7,8,6,1,9,4,0,5,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
449985,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25399,1,10,18,18,3,5,0,3,5,0,0,0,2,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,4
25406,0,7,8,5,1,1,0,0,3,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
374118,1,3,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25710,1,21,6,17,1,9,4,1,14,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26547,0,7,5,6,1,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,3
302908,0,6,1,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233855,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
351851,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
404227,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
331923,1,23,7,12,3,10,6,0,7,0,2,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0
15062,0,2,1,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493412,0,3,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26068,1,4,3,3,2,2,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
28073,0,3,4,5,1,2,2,0,3,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
497355,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26676,1,5,8,9,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499295,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25919,1,12,14,13,7,12,2,0,4,2,2,1,2,0,1,1,2,1,0,0,0,0,0,0,0,0,3,2,1
366563,1,27,5,9,0,4,10,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26945,1,17,39,16,0,18,10,5,6,3,4,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,5,6,3
229078,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26216,0,4,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26046,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397030,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26131,0,2,6,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25503,1,23,9,16,1,5,0,1,9,2,2,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0
37796,1,7,15,4,4,2,0,1,5,2,0,1,1,0,0,1,2,0,0,0,0,1,0,0,0,0,1,6,2
26869,0,10,3,5,3,3,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
26970,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228983,1,19,13,15,5,1,4,2,11,3,0,2,0,0,5,2,1,1,0,0,0,0,0,0,0,0,2,1,1
85438,0,2,9,1,6,3,0,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25638,1,21,14,23,2,10,4,0,8,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0
410062,1,29,22,13,2,16,4,7,9,0,0,1,2,0,2,0,2,0,1,0,1,0,0,0,0,0,2,0,1
26332,1,31,14,17,2,17,10,2,6,2,2,2,0,0,3,0,0,0,1,0,1,0,0,0,0,0,4,0,0
90880,1,9,17,17,4,4,2,1,5,1,2,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,3
26539,1,14,8,11,4,5,0,2,8,2,0,2,2,2,0,0,1,1,0,0,0,1,0,0,0,0,1,1,2
399576,1,5,1,2,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25741,1,5,8,7,2,1,2,1,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
25941,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25988,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25649,1,33,27,26,7,10,6,1,34,7,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
373817,0,1,2,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209014,0,0,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
28055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41127,1,27,10,13,0,12,8,3,15,2,0,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0
482491,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25514,1,5,7,8,1,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
326946,1,6,9,4,1,6,4,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
301016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25521,1,9,4,10,4,3,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27959,0,2,1,2,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
372904,1,18,17,13,3,6,10,1,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
14801,1,27,19,19,2,17,4,3,12,0,0,2,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
415917,1,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25700,1,19,21,16,3,12,2,2,10,1,2,2,1,2,3,3,1,0,1,0,0,0,0,0,0,0,3,1,0
132972,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3315,1,18,7,7,2,5,2,2,6,1,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0
344927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55968,1,2,9,13,1,2,2,0,4,0,0,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,7
366542,1,1,3,9,2,1,4,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1
366546,0,10,13,6,3,3,0,1,6,2,0,0,0,0,0,3,2,0,1,0,0,0,1,0,0,0,0,1,3
14717,0,0,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278913,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454388,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487983,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26971,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471774,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
209095,0,2,1,4,0,1,0,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270306,0,5,1,2,2,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26093,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
49921,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471589,0,2,5,3,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
472126,1,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
566942,1,4,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
207061,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405977,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125076,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481329,0,3,1,2,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
472194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470517,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280116,0,2,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15811,1,26,26,21,9,16,0,2,18,2,0,1,5,0,1,2,1,0,1,0,0,0,0,0,1,0,3,1,0
14732,1,22,43,20,6,5,0,2,9,2,0,4,1,0,4,4,4,0,1,0,0,1,1,2,0,0,0,5,6
209091,1,24,28,32,4,15,4,2,20,5,2,1,2,0,1,2,1,1,3,0,0,1,0,0,0,0,4,6,2
20475,1,24,29,29,5,12,4,7,15,4,0,4,4,2,2,3,5,0,2,0,1,2,0,0,0,0,2,2,1
228768,1,46,33,27,6,26,6,3,21,5,0,3,0,0,1,0,1,0,4,0,0,2,0,0,0,0,5,2,3
15231,1,22,37,25,4,6,2,5,12,1,0,7,3,0,1,5,3,1,1,0,0,1,0,0,1,0,1,7,5
14786,1,15,23,18,5,4,0,2,6,2,0,7,3,0,0,5,2,0,2,1,0,1,0,0,2,0,1,4,4
14803,1,45,27,40,7,25,10,8,17,4,2,1,5,0,4,0,1,0,0,0,0,1,0,0,0,1,1,0,1
105619,1,15,10,14,3,6,2,1,4,2,2,2,2,0,0,3,0,0,0,0,0,3,0,0,1,0,0,1,0
165425,1,18,39,31,4,15,4,3,11,4,0,3,4,0,1,3,3,0,2,0,1,3,0,0,0,1,6,1,2
388267,1,20,52,35,6,14,6,0,8,2,0,2,3,6,0,2,3,0,0,0,1,0,1,0,0,0,3,8,9
14795,1,47,32,43,3,33,8,7,20,0,0,0,1,0,1,0,2,0,3,0,0,2,0,0,0,0,3,1,2
14724,1,18,35,22,8,13,14,0,5,2,4,6,1,2,0,3,0,1,5,0,0,1,0,0,0,0,2,4,0
14726,1,8,16,14,5,5,6,1,5,0,2,4,3,2,1,0,1,1,0,0,0,1,0,0,2,1,3,1,2
89559,1,48,44,53,6,19,10,5,28,8,2,3,5,2,8,0,5,0,2,0,1,2,1,0,0,0,6,4,0
14768,1,17,25,19,5,7,4,0,5,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
134383,1,52,13,31,4,26,10,8,12,2,0,3,2,0,1,1,1,0,2,0,0,4,0,0,0,0,1,0,0
14736,1,18,28,24,2,2,2,2,9,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
224593,1,46,41,45,4,22,4,3,18,4,0,12,3,0,2,5,2,0,3,0,0,3,0,0,0,1,3,5,1
258253,1,19,34,23,5,7,8,1,7,1,0,0,1,0,1,2,1,0,0,0,0,1,1,0,0,0,2,3,1
40657,1,38,42,38,14,12,6,3,22,2,6,3,2,0,2,1,2,2,1,0,1,2,0,2,1,0,2,2,1
14817,1,11,21,17,4,5,2,0,8,1,0,4,2,0,1,2,2,0,1,0,0,1,0,0,0,0,3,3,16
146583,1,36,54,50,11,13,4,2,21,1,2,3,6,0,6,3,5,1,0,2,0,1,0,0,0,1,4,6,3
14718,1,38,30,41,9,14,8,4,19,4,2,3,2,0,2,1,2,0,1,2,0,2,1,0,0,0,3,3,0
14727,1,13,23,22,5,11,4,2,9,1,2,2,2,0,0,1,3,0,2,0,0,0,0,0,1,1,3,2,5
16110,1,39,34,62,7,17,18,5,20,2,2,7,3,0,4,2,3,0,2,0,0,0,0,0,1,0,7,8,4
231139,1,12,18,14,3,9,2,1,4,2,2,4,2,0,3,5,1,0,0,0,0,1,0,0,0,0,3,2,3
16025,1,35,57,42,13,20,16,11,27,3,6,5,4,2,2,6,1,1,1,3,1,1,0,0,1,0,3,1,7
272440,1,34,43,33,7,8,6,1,17,2,0,1,6,0,5,2,2,2,1,0,1,2,1,0,0,1,2,1,5
223516,1,12,13,11,4,10,0,4,5,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,1,0
367621,1,36,18,34,6,8,0,1,14,0,0,3,2,0,3,1,1,0,2,0,0,0,0,0,0,1,5,4,1
221333,1,16,19,30,6,10,8,2,6,1,0,3,1,0,0,3,3,0,0,0,0,2,0,0,0,0,1,3,3
15292,1,17,36,11,8,6,2,1,9,0,0,2,3,2,1,5,2,0,3,0,0,3,1,0,0,0,2,3,7
11095,1,56,33,28,5,23,10,3,17,2,2,4,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0
51217,1,41,38,34,6,17,18,5,17,8,6,2,3,0,0,1,1,0,2,0,0,1,0,0,0,0,7,1,0
55990,1,39,35,39,13,15,12,4,16,3,2,6,6,6,2,3,1,0,0,0,0,3,0,0,0,0,2,6,5
25589,1,17,5,9,4,16,2,1,6,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
149389,1,33,12,17,2,9,6,3,5,3,2,1,0,2,3,2,2,0,3,0,0,0,0,0,0,0,5,1,0
14842,1,87,39,36,5,35,30,10,30,2,2,2,4,0,2,0,1,0,2,0,0,1,0,0,0,0,3,2,0
65055,1,12,33,32,3,5,0,1,3,2,4,3,3,4,1,1,1,0,1,2,0,2,0,0,1,1,1,5,4
15012,1,18,8,15,1,9,0,0,12,2,2,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0
15719,1,46,37,31,5,28,10,4,14,2,0,4,6,0,1,2,0,0,1,0,0,1,0,0,0,0,1,1,1
49997,1,26,29,31,5,8,4,2,9,2,0,2,0,0,1,2,2,0,0,2,0,0,0,0,0,0,1,2,2
253822,1,14,21,28,1,7,2,3,13,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
16027,1,8,22,17,3,3,0,0,8,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,5,2
263614,1,13,36,31,5,12,2,2,19,2,0,2,2,6,1,3,1,1,1,2,0,0,0,0,1,1,2,5,7
15200,1,10,7,7,0,2,2,1,2,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
14979,1,16,43,26,1,8,6,2,13,5,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
82340,1,51,26,36,8,25,2,3,19,2,0,6,3,2,2,2,2,0,4,0,1,1,0,0,0,0,2,0,1
14692,1,45,15,32,10,19,4,2,16,3,4,3,2,0,2,0,0,0,2,0,0,3,0,0,0,0,3,0,0
69411,1,17,27,41,10,4,2,2,9,1,2,3,2,0,1,3,1,0,0,0,1,1,1,0,0,0,2,7,4
15193,0,6,2,6,3,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134397,1,12,23,22,2,6,2,1,7,1,0,3,3,0,1,1,2,0,1,0,0,1,0,0,0,0,4,4,5
17136,1,7,13,10,2,2,0,0,3,2,0,3,0,2,1,2,2,1,0,0,0,0,0,0,0,0,0,1,3
14905,1,50,22,51,5,14,12,5,16,4,0,8,1,0,1,1,1,1,2,0,0,1,0,0,0,0,4,2,1
14762,1,13,17,14,4,7,2,2,4,2,0,1,1,2,1,2,1,0,0,0,0,2,0,0,0,0,2,2,4
82518,1,34,31,34,11,10,14,3,21,2,2,1,3,0,1,0,1,0,1,0,0,1,1,0,0,0,0,4,4
15276,1,24,31,31,7,14,6,5,8,2,2,2,1,2,2,1,2,0,1,0,0,1,1,0,0,0,5,7,1
7904,1,19,29,20,7,4,2,2,15,1,0,4,1,0,0,2,1,0,1,0,0,1,0,0,0,0,1,3,7
340646,1,48,34,41,10,35,12,4,21,4,8,4,1,0,1,0,1,1,1,0,0,0,0,0,0,0,4,0,0
254649,1,1,8,7,1,0,2,0,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,4
15015,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
328131,1,5,11,9,3,2,2,1,3,1,0,1,0,0,0,2,1,1,1,0,0,1,0,0,0,0,1,2,3
284580,0,2,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14754,1,28,40,49,8,7,6,0,11,3,4,3,3,2,4,3,4,0,1,0,0,3,0,0,1,0,4,3,2
16094,0,16,21,15,2,5,0,1,7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,4,4
349099,1,6,11,12,1,8,0,1,11,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8309,1,41,19,36,5,19,4,2,21,1,2,2,1,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0
15771,1,37,10,12,0,15,6,3,8,1,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0
15020,1,25,25,17,4,11,4,0,13,0,8,2,0,2,2,0,0,0,1,0,0,1,1,0,0,0,1,2,1
15125,1,41,47,43,14,18,2,2,17,3,2,7,4,0,1,2,0,0,0,0,0,1,0,0,0,0,3,1,0
99410,1,25,17,12,5,8,4,1,9,3,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
15032,1,10,34,19,3,6,4,4,7,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15141,0,3,12,9,2,2,2,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0
284469,1,11,26,18,4,5,0,2,8,1,0,0,4,0,1,3,1,1,0,0,1,1,0,2,0,0,1,3,4
14885,1,36,26,33,19,11,8,5,19,4,2,3,4,2,2,2,1,0,0,0,0,0,0,2,0,0,2,5,0
173212,1,34,25,39,1,15,10,9,17,3,0,4,3,0,2,0,1,0,1,0,0,0,0,0,0,0,2,0,1
14715,1,42,12,31,3,17,6,8,22,2,0,5,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0
233910,1,4,12,9,0,3,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
136011,1,25,26,24,3,13,2,2,5,0,0,1,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,2,8
49856,1,50,22,34,5,24,16,4,28,1,0,3,3,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
15139,1,18,29,19,5,11,8,1,10,0,0,3,3,2,0,4,6,0,1,0,0,1,0,0,0,0,2,2,0
365880,0,1,2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
14998,1,28,11,13,2,14,4,2,10,2,4,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
146569,1,13,14,11,0,8,2,2,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
255732,1,15,5,15,2,8,4,2,7,1,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3535,1,22,20,21,4,5,2,3,19,2,2,4,2,0,2,2,0,0,1,2,0,1,0,0,0,0,2,2,1
15430,1,54,21,37,7,21,10,1,28,5,0,2,4,4,3,1,1,0,0,0,0,1,0,0,0,0,6,2,1
15487,1,27,49,40,8,13,4,3,15,1,6,3,2,0,0,2,4,1,2,0,0,2,0,0,0,0,1,7,5
15503,1,5,6,6,0,2,0,0,2,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3
20591,1,15,5,18,2,8,0,3,5,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0
25512,1,19,27,23,8,5,0,1,5,2,0,3,1,0,3,3,3,0,0,0,0,0,0,0,1,0,4,7,4
216074,1,35,58,53,9,11,18,3,18,6,6,6,5,4,1,2,3,1,1,0,0,1,0,2,0,0,4,7,3
110,1,24,30,24,3,8,6,3,8,2,2,3,0,0,3,1,1,0,1,2,0,0,0,0,0,0,4,5,1
15131,0,10,6,9,1,3,0,0,1,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,3,2
19525,1,7,32,34,6,3,2,2,14,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272378,1,28,38,27,9,13,14,2,12,2,0,0,1,2,1,1,2,1,1,0,0,2,0,0,0,0,3,4,1
228765,1,10,16,7,2,5,4,1,2,0,0,4,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,5
14929,1,52,21,35,6,26,12,6,18,1,2,3,2,0,1,0,1,0,3,0,0,1,0,0,1,0,4,0,0
