,Player,121,123,231,213,212,1234,1213,1232,2134,2132,1212,2313,2312,121S,123S,231S,213S,212S,1234S,1213S,1232S,2134S,2132S,1212S,2313S,2312S,12S,21S,23S,Age,MP,Goals,Assists,xGp90,xAp90,ChCr,YC,RC,Tackles,Pressures,Position,Value
543,Nicolas Pallois,1,34,31,19,3,24,0,6,14,2,0,0,1,2,1,1,0,0,2,0,1,0,0,0,0,0,2,1,1,29.0,28.0,0.0,3.0,0.01,0.02,12.0,8.0,2.0,36.0,158.0,Defender - Centre-Back,3150000.0
544,Thiago Henrique Mendes Ribeiro,1,27,41,35,6,12,14,1,27,5,6,5,4,4,3,7,3,0,2,0,0,1,0,0,0,0,3,7,3,25.0,31.0,3.0,4.0,0.1,0.12,87.0,4.0,1.0,28.0,294.0,midfield - Defensive Midfield,4950000.0
545,Anwar El Ghazi,1,9,21,17,1,6,4,1,6,1,0,2,2,0,1,0,2,1,0,0,0,1,0,0,0,0,0,4,5,22.0,27.0,4.0,4.0,0.22,0.15,50.0,2.0,0.0,21.0,190.0,attack - Right Winger,4500000.0
546,Leo Dubois,1,49,50,44,11,21,24,6,17,4,2,5,2,2,5,6,1,0,0,2,1,3,0,2,0,0,3,5,3,22.0,34.0,3.0,4.0,0.07,0.17,109.0,5.0,0.0,50.0,328.0,Defender - Right-Back,9000000.0
547,Jules Iloki,1,8,13,17,9,3,2,3,14,2,0,1,1,0,0,2,3,0,0,0,0,1,0,0,0,0,1,7,0,25.0,26.0,0.0,0.0,0.08,0.18,45.0,1.0,0.0,9.0,202.0,midfield - Right Midfield,1130000.0
549,Yassine Benzia,1,25,48,39,9,16,8,4,17,1,4,3,1,6,2,5,5,0,0,0,0,1,0,0,1,0,9,7,3,22.0,31.0,1.0,5.0,0.08,0.2,114.0,7.0,0.0,56.0,502.0,midfield - Attacking Midfield,4500000.0
550,Ibrahim Amadou,1,61,33,62,7,19,6,8,21,3,0,2,1,0,5,0,0,1,2,0,0,2,0,0,0,0,2,1,1,24.0,30.0,0.0,0.0,0.04,0.02,22.0,3.0,1.0,43.0,249.0,midfield - Defensive Midfield,13500000.0
554,Chidozie Collins Awaziem,1,21,8,19,1,12,2,2,9,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,20.0,22.0,1.0,1.0,0.05,0.01,11.0,2.0,1.0,37.0,109.0,Defender - Centre-Back,5400000.0
555,Adrien Thomasson,1,27,48,48,26,11,8,4,23,3,2,9,6,4,4,6,2,2,0,0,0,2,0,0,0,0,1,7,7,23.0,36.0,5.0,3.0,0.16,0.11,77.0,4.0,0.0,65.0,648.0,midfield - Attacking Midfield,7200000.0
556,Ezequiel Ponce Martinez,1,5,8,8,1,1,2,2,5,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,20.0,28.0,2.0,1.0,0.25,0.14,18.0,2.0,0.0,6.0,237.0,attack - Centre-Forward,2250000.0
557,Guillaume Gillet,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,midfield - Defensive Midfield,720000.0
558,Thiago Maia Alencar,1,47,48,45,15,29,6,6,27,1,4,3,1,0,4,1,3,2,3,2,1,3,0,0,0,1,5,2,2,20.0,34.0,0.0,0.0,0.03,0.02,46.0,3.0,1.0,47.0,370.0,midfield - Central Midfield,54000000.0
559,Idriss Saadi,0,2,16,6,4,0,0,1,2,2,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4,4,25.0,26.0,4.0,0.0,0.36,0.05,12.0,1.0,0.0,4.0,167.0,attack - Centre-Forward,1800000.0
560,Jonas Martin,1,59,36,59,24,26,18,4,32,6,2,8,3,2,5,6,4,1,2,2,0,4,0,0,0,0,6,3,5,27.0,36.0,4.0,2.0,0.13,0.07,75.0,6.0,0.0,60.0,555.0,midfield - Defensive Midfield,2700000.0
561,Kenny Lala,1,36,47,42,10,17,12,2,12,5,4,3,1,4,4,1,2,1,1,0,0,3,0,0,0,0,7,6,0,25.0,31.0,3.0,4.0,0.09,0.07,58.0,5.0,1.0,67.0,351.0,Defender - Right-Back,4500000.0
562,Sergi Darder Moll,1,42,33,40,11,18,16,4,33,6,4,7,4,4,2,2,1,1,2,4,0,1,0,0,0,0,3,3,4,23.0,35.0,1.0,2.0,0.05,0.09,56.0,7.0,0.0,55.0,620.0,midfield - Central Midfield,7200000.0
563,Mariano Diaz Mejia,1,5,25,8,5,2,0,2,6,0,0,6,0,0,2,4,1,0,1,0,0,0,0,0,1,1,2,8,11,23.0,34.0,18.0,4.0,0.49,0.09,65.0,6.0,0.0,8.0,455.0,attack - Centre-Forward,19800000.0
566,Pablo Martinez,1,38,24,27,3,15,4,4,18,0,0,2,3,0,1,2,2,0,0,0,1,0,0,0,0,0,0,1,1,26.0,15.0,0.0,3.0,0.04,0.04,8.0,3.0,0.0,19.0,57.0,Defender - Centre-Back,2700000.0
567,Benjamin Corgnet,1,17,26,13,4,8,0,2,4,1,2,2,3,0,0,3,5,2,0,0,0,0,0,0,0,0,3,5,0,30.0,18.0,0.0,2.0,0.11,0.09,41.0,2.0,0.0,28.0,223.0,midfield - Attacking Midfield,900000.0
568,Yoann Salmier,1,17,11,15,2,12,0,4,7,1,0,1,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,24.0,14.0,0.0,1.0,0.02,0.04,5.0,2.0,0.0,18.0,51.0,Defender - Centre-Back,360000.0
571,Rafael Pereira da Silva,1,34,23,21,0,10,6,1,13,2,4,2,1,0,0,2,2,0,2,0,0,3,0,0,0,0,1,1,0,35.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,midfield - Right Midfield,10800000.0
572,Lucas Tousart,1,47,26,46,7,16,6,6,25,0,2,1,1,0,4,1,1,1,5,0,1,2,0,0,0,1,4,2,1,20.0,37.0,0.0,0.0,0.05,0.02,39.0,8.0,0.0,84.0,788.0,midfield - Defensive Midfield,22500000.0
574,Bingourou Kamara,0,7,11,10,4,2,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Goalkeeper,2250000.0
575,Memphis Depay,1,27,45,26,12,9,4,0,11,0,2,9,3,0,3,1,1,2,1,0,0,0,2,0,0,1,3,10,10,23.0,36.0,19.0,13.0,0.49,0.3,143.0,2.0,0.0,11.0,406.0,attack - Centre-Forward,40500000.0
576,Nabil Fekir,1,17,32,47,10,13,2,3,9,0,6,3,3,0,2,3,2,0,1,0,0,2,1,0,1,0,5,10,5,24.0,30.0,18.0,8.0,0.43,0.21,144.0,8.0,0.0,38.0,735.0,midfield - Attacking Midfield,54000000.0
577,Marcelo Antonio Guedes Filho,1,58,41,69,3,26,18,4,23,2,2,0,0,0,3,1,0,0,8,0,1,2,0,0,0,0,3,2,1,29.0,28.0,2.0,6.0,0.06,0.26,117.0,3.0,1.0,46.0,342.0,Defender - Centre-Back,8100000.0
578,Abdou Kader Mangane,0,22,19,17,3,9,0,2,8,1,0,1,2,0,1,0,1,0,1,1,0,0,0,0,0,0,2,0,0,34.0,20.0,1.0,1.0,0.1,0.01,9.0,4.0,0.0,40.0,98.0,Defender - Centre-Back,450000.0
580,Anthony Lopes,1,18,22,18,1,6,0,8,7,1,2,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,26.0,34.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,Goalkeeper,18000000.0
581,Ihsan Sacko,1,11,9,6,1,2,0,1,2,0,2,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,3,2,1,20.0,17.0,0.0,0.0,0.08,0.15,19.0,1.0,0.0,9.0,112.0,midfield - Attacking Midfield,1800000.0
584,Gnaly Maxwell Cornet,1,7,22,16,2,4,2,1,4,0,0,1,0,0,0,2,0,0,1,0,0,1,1,0,1,1,3,4,2,20.0,30.0,4.0,6.0,0.21,0.23,49.0,1.0,0.0,16.0,221.0,attack - Left Winger,13500000.0
585,Jordan Ferri,1,11,11,10,3,3,4,0,5,2,0,2,1,0,1,0,4,2,1,0,0,0,0,0,0,0,3,2,1,25.0,24.0,0.0,1.0,0.06,0.15,24.0,4.0,0.0,17.0,203.0,midfield - Central Midfield,3600000.0
587,Wesley Lautoa,1,13,6,12,0,5,0,0,4,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,29.0,10.0,0.0,0.0,0.04,0.0,4.0,1.0,0.0,17.0,78.0,attack - Centre-Forward,5400000.0
589,Luiz Gustavo Dias,1,54,31,48,5,20,2,7,28,2,0,2,3,0,6,3,4,0,1,2,1,1,0,0,1,0,8,1,4,30.0,34.0,5.0,1.0,0.1,0.03,56.0,10.0,1.0,75.0,473.0,Defender - Right-Back,13500000.0
590,Morgan Sanson,1,26,38,27,3,7,4,3,15,1,0,3,3,4,3,7,2,0,1,2,0,0,0,0,0,0,1,7,6,22.0,33.0,9.0,2.0,0.22,0.15,71.0,8.0,0.0,47.0,520.0,midfield - Central Midfield,16200000.0
591,Florian Thauvin,1,21,78,40,16,11,16,2,11,2,4,9,4,0,3,6,6,2,1,0,0,0,0,0,0,0,6,1,10,24.0,35.0,22.0,11.0,0.46,0.28,163.0,7.0,0.0,34.0,339.0,attack - Right Winger,45000000.0
592,Oussama Haddadi,1,43,49,31,6,25,16,4,11,2,2,3,4,0,3,2,0,0,0,0,0,0,1,0,0,0,4,2,0,25.0,33.0,1.0,1.0,0.03,0.05,49.0,6.0,1.0,53.0,393.0,Defender - Left-Back,2700000.0
593,Baptiste Reynet,1,17,31,32,8,15,4,5,17,3,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,26.0,38.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,3.0,Goalkeeper,4500000.0
594,Rolando Jorge Pires da Fonseca,1,49,15,25,6,23,20,3,16,3,0,0,4,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,2,31.0,31.0,1.0,0.0,0.07,0.0,7.0,5.0,0.0,44.0,131.0,Defender - Centre-Back,675000.0
595,Adil Rami,1,36,25,35,0,26,8,7,27,3,2,4,1,0,3,0,1,0,0,0,0,0,0,0,0,0,4,1,2,31.0,33.0,1.0,2.0,0.05,0.04,22.0,5.0,0.0,35.0,176.0,Defender - Centre-Back,6300000.0
596,Dimitri  Payet,1,25,44,40,13,11,6,3,14,3,2,3,5,0,2,16,7,0,3,0,0,2,0,0,1,0,3,11,6,30.0,31.0,6.0,14.0,0.3,0.5,201.0,6.0,0.0,17.0,319.0,midfield - Attacking Midfield,19800000.0
597,Hiroki Sakai,1,44,27,23,9,21,4,3,7,4,2,3,3,2,5,1,3,0,2,2,2,3,0,0,0,0,1,1,0,27.0,33.0,0.0,3.0,0.0,0.04,38.0,1.0,0.0,58.0,298.0,Defender - Right-Back,7200000.0
600,Romain Amalfitano,1,53,30,59,10,21,8,4,18,2,0,3,3,2,7,2,2,0,1,0,0,1,0,0,0,0,5,3,1,27.0,33.0,0.0,3.0,0.01,0.07,56.0,5.0,0.0,46.0,532.0,midfield - Central Midfield,1800000.0
601,Benjamin Jeannot,1,11,13,6,2,2,2,1,2,0,2,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,2,2,3,25.0,24.0,4.0,1.0,0.21,0.06,21.0,4.0,0.0,12.0,224.0,attack - Centre-Forward,2250000.0
602,Valentin Rosier,1,35,48,31,9,11,10,4,26,1,4,4,1,0,1,2,2,0,1,0,1,3,0,0,1,0,4,2,1,20.0,36.0,0.0,3.0,0.03,0.08,43.0,5.0,0.0,72.0,475.0,Defender - Right-Back,4050000.0
603,Maxime Lopez,1,19,21,42,4,10,14,4,18,4,2,6,1,0,4,2,5,1,5,2,0,2,0,2,0,0,3,8,1,19.0,24.0,0.0,1.0,0.03,0.16,70.0,2.0,0.0,24.0,245.0,midfield - Defensive Midfield,7200000.0
605,Steve Mandanda,1,14,20,11,1,4,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,31.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Goalkeeper,2250000.0
610,Florent Balmont,1,15,15,20,8,5,4,0,10,1,4,2,5,0,3,0,0,1,2,0,0,0,1,0,2,0,1,0,0,37.0,21.0,1.0,3.0,0.02,0.12,26.0,3.0,0.0,14.0,190.0,midfield - Central Midfield,225000.0
611,Andre-Frank Zambo Anguissa,1,45,34,49,11,17,14,6,29,6,8,7,3,6,10,4,3,0,0,0,0,3,0,0,0,0,2,3,0,21.0,37.0,0.0,0.0,0.05,0.06,68.0,4.0,0.0,92.0,528.0,midfield - Central Midfield,3150000.0
612,Jordan Ikoko,1,39,30,39,6,17,12,2,13,2,4,3,1,0,4,2,4,1,3,4,0,1,1,0,1,1,0,1,3,23.0,28.0,0.0,2.0,0.04,0.06,42.0,6.0,0.0,37.0,301.0,Defender - Right-Back,1350000.0
614,Lebogang Phiri,1,27,14,17,2,5,10,4,10,1,0,3,1,0,2,1,1,1,3,2,0,1,0,0,0,0,2,2,0,22.0,22.0,0.0,1.0,0.02,0.04,20.0,1.0,0.0,24.0,203.0,midfield - Central Midfield,1350000.0
615,Christophe Kerbrat,1,67,32,45,13,30,8,8,19,1,0,1,2,0,4,1,3,0,2,0,1,1,0,0,0,0,7,0,0,30.0,37.0,1.0,0.0,0.02,0.0,18.0,4.0,0.0,58.0,213.0,Defender - Centre-Back,1800000.0
616,Pedro Miguel Braga Rebocho,1,27,28,24,3,7,8,1,10,3,0,6,1,0,0,2,0,1,1,0,0,0,0,0,0,0,1,5,2,22.0,21.0,0.0,2.0,0.0,0.06,37.0,4.0,0.0,28.0,222.0,Defender - Left-Back,1350000.0
617,Abdoul Razzagui Camara,1,5,12,11,0,1,2,0,3,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,4,27.0,14.0,2.0,1.0,0.13,0.08,20.0,0.0,0.0,9.0,107.0,attack - Left Winger,900000.0
619,Simon Falette,1,50,35,31,4,20,6,5,13,4,2,1,3,0,3,0,1,0,3,0,1,0,0,0,0,0,3,1,0,27.0,1.0,0.0,0.0,0.0,0.03,2.0,0.0,0.0,1.0,14.0,Defender - Centre-Back,3600000.0
620,Nolan Roux,1,18,40,31,4,9,2,2,13,5,0,0,1,0,1,4,1,0,0,0,0,1,0,0,1,0,3,3,9,29.0,35.0,15.0,1.0,0.3,0.06,49.0,8.0,0.0,22.0,416.0,attack - Centre-Forward,3150000.0
621,Thomas Didillon,0,5,1,3,5,4,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,2250000.0
622,Fallou Diagne,1,39,21,21,3,24,4,4,10,2,0,1,0,0,2,0,0,0,1,0,1,2,0,0,0,0,3,0,2,27.0,29.0,1.0,1.0,0.02,0.01,21.0,8.0,2.0,40.0,172.0,Defender - Centre-Back,1350000.0
623,Yann Jouffre,1,5,6,7,1,0,4,0,1,1,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,33.0,4.0,0.0,0.0,0.01,0.23,9.0,0.0,0.0,6.0,18.0,midfield - Right Midfield,900000.0
624,Yannis Salibur,1,14,17,29,5,3,2,0,8,3,2,4,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,7,2,26.0,22.0,3.0,3.0,0.23,0.13,58.0,4.0,0.0,11.0,153.0,attack - Right Winger,4500000.0
625,Lucas Deaux,1,36,32,34,9,15,6,3,15,3,0,2,2,0,4,1,2,0,2,0,0,2,0,0,0,0,1,1,0,28.0,26.0,2.0,1.0,0.07,0.07,32.0,7.0,1.0,58.0,449.0,Defender - Centre-Back,540000.0
626,Marcus Coco,1,16,33,11,7,5,2,2,6,2,0,3,3,4,1,4,2,0,1,0,0,0,0,0,0,0,3,4,4,21.0,29.0,2.0,2.0,0.12,0.08,42.0,5.0,0.0,35.0,268.0,attack - Right Winger,2700000.0
627,Jimmy Briand,1,25,44,39,8,15,4,2,14,2,0,6,4,2,1,5,5,2,1,4,0,2,1,0,0,0,2,5,7,31.0,37.0,11.0,2.0,0.31,0.07,74.0,4.0,0.0,27.0,580.0,attack - Centre-Forward,2250000.0
628,Karl-Johan Johnsson,1,19,23,18,8,5,0,6,6,1,0,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,27.0,38.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,Goalkeeper,2250000.0
629,Gauthier Hein,1,4,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,3.0,0.0,0.0,0.04,0.01,1.0,0.0,0.0,2.0,10.0,attack - Right Winger,540000.0
631,Renaud Cohade,1,54,55,78,13,21,2,6,26,6,4,9,3,8,6,6,5,0,3,2,1,2,1,0,0,1,7,6,3,32.0,38.0,1.0,3.0,0.03,0.11,94.0,6.0,0.0,129.0,671.0,midfield - Central Midfield,900000.0
634,Ludovic Blas,1,30,26,32,6,11,2,3,9,6,2,3,5,2,5,4,1,0,0,0,0,1,0,0,0,0,2,0,2,19.0,31.0,3.0,2.0,0.17,0.07,42.0,3.0,1.0,19.0,369.0,midfield - Attacking Midfield,4500000.0
635,Florent Mollet,1,22,15,33,3,3,0,2,22,0,0,9,7,0,2,0,0,1,0,2,0,1,0,0,0,0,3,2,4,25.0,22.0,7.0,1.0,0.24,0.12,43.0,5.0,0.0,18.0,238.0,midfield - Attacking Midfield,1130000.0
636,Ibrahima Niane,1,5,13,6,1,4,0,1,2,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,4,18.0,30.0,2.0,1.0,0.26,0.16,28.0,1.0,0.0,7.0,131.0,attack - Centre-Forward,1350000.0
637,Habibou Mouhamadou Diallo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,attack - Centre-Forward,1350000.0
639,Radamel Falcao Garcia Zarate,0,16,18,15,12,11,6,4,7,0,0,8,0,0,1,2,0,0,0,0,0,1,0,0,1,0,2,2,3,31.0,26.0,18.0,4.0,0.54,0.08,41.0,1.0,0.0,7.0,346.0,attack - Centre-Forward,10800000.0
642,Kamil Glik,1,44,34,27,2,29,10,7,28,1,0,1,2,0,2,0,2,0,3,0,1,2,0,0,0,0,2,2,2,29.0,36.0,3.0,3.0,0.06,0.01,13.0,8.0,0.0,34.0,179.0,Defender - Centre-Back,16200000.0
643,Jemerson de Jesus Nascimento,1,42,17,28,8,24,6,5,19,1,0,3,1,0,2,0,0,0,0,0,0,2,0,0,0,0,3,1,1,24.0,33.0,2.0,0.0,0.07,0.0,9.0,7.0,1.0,42.0,200.0,Defender - Centre-Back,16200000.0
644,Corentin Jean,1,9,11,8,6,7,4,1,7,0,0,6,3,2,0,2,3,1,0,0,0,0,0,0,0,0,1,4,1,22.0,33.0,1.0,2.0,0.1,0.16,51.0,3.0,0.0,11.0,220.0,attack - Centre-Forward,2250000.0
645,Kelvin Amian Adou,1,51,23,39,10,19,8,2,18,2,2,3,3,2,2,2,0,0,1,0,0,2,0,0,0,0,2,2,1,19.0,36.0,1.0,1.0,0.03,0.03,27.0,3.0,1.0,51.0,319.0,Defender - Right-Back,4500000.0
646,Jorge Marco de Oliveira Moraes,1,16,25,15,1,17,6,1,7,1,2,7,2,0,0,1,0,1,2,2,0,0,0,0,0,0,4,2,0,21.0,22.0,1.0,2.0,0.01,0.1,36.0,8.0,0.0,58.0,295.0,Defender - Left-Back,10800000.0
647,Thomas Lemar,1,21,41,35,4,8,4,2,10,4,4,2,4,4,1,1,1,2,0,2,0,3,1,0,0,0,1,4,10,21.0,30.0,2.0,8.0,0.16,0.28,104.0,1.0,0.0,25.0,535.0,midfield - Attacking Midfield,63000000.0
649,Christopher Jullien,1,49,29,23,4,21,10,10,21,0,4,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,8,0,4,24.0,30.0,2.0,2.0,0.1,0.02,17.0,7.0,0.0,39.0,140.0,Defender - Centre-Back,5400000.0
650,Jimmy Durmaz,1,7,11,12,10,5,0,1,8,1,0,1,2,0,0,1,2,1,1,0,0,0,0,0,0,0,3,2,0,28.0,20.0,3.0,3.0,0.29,0.26,55.0,5.0,0.0,12.0,142.0,midfield - Central Midfield,1800000.0
651,Andy Delort,1,13,40,18,4,6,0,0,12,2,4,3,1,4,0,9,1,1,0,0,1,1,0,0,0,0,1,7,10,25.0,32.0,5.0,5.0,0.38,0.18,72.0,5.0,0.0,15.0,263.0,attack - Centre-Forward,3600000.0
654,Alexis Blin,1,26,28,26,4,11,10,1,12,3,2,2,2,0,3,1,3,1,0,0,0,4,0,0,0,0,5,2,0,31.0,28.0,1.0,0.0,0.03,0.0,13.0,6.0,0.0,32.0,162.0,midfield - Defensive Midfield,5400000.0
655,Steeve Yago,1,19,21,20,4,8,4,0,10,0,2,3,1,2,1,0,0,0,2,2,0,1,0,0,0,0,1,1,0,24.0,21.0,0.0,0.0,0.0,0.02,16.0,7.0,0.0,45.0,278.0,Defender - Right-Back,1800000.0
659,Yann Bodiger,0,4,5,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,22.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,51.0,midfield - Central Midfield,2700000.0
661,Allan Saint-Maximin,1,7,28,16,2,4,4,1,6,0,0,4,1,2,1,6,1,0,0,0,0,0,0,0,0,0,4,8,6,26.0,38.0,4.0,5.0,0.14,0.14,97.0,2.0,0.0,111.0,925.0,attack - Left Winger,18000000.0
662,Youri Tielemans,1,26,31,28,5,9,6,4,16,3,0,4,3,0,1,1,1,0,0,0,0,3,0,2,0,1,2,2,3,20.0,27.0,0.0,1.0,0.1,0.09,57.0,1.0,0.0,35.0,321.0,midfield - Central Midfield,18000000.0
663,Alexander Djiku,1,51,23,33,4,20,8,3,12,3,2,3,0,0,1,0,2,0,0,2,0,0,0,0,0,0,6,1,0,28.0,13.0,2.0,2.0,0.2,0.2,27.0,1.0,0.0,14.0,164.0,Defender - Centre-Back,7200000.0
666,Vincent Bessat,1,26,35,20,5,19,6,0,10,0,6,3,2,4,0,5,1,0,0,0,0,0,0,0,0,0,2,2,0,31.0,24.0,0.0,1.0,0.03,0.1,35.0,2.0,0.0,33.0,275.0,Defender - Left-Back,450000.0
667,Romain Genevois,1,31,19,13,5,12,6,0,12,3,0,1,5,2,2,0,0,0,4,0,1,0,0,0,0,1,3,2,0,29.0,24.0,0.0,1.0,0.03,0.02,17.0,4.0,1.0,39.0,246.0,Defender - Centre-Back,1800000.0
669,Paul Lasne,1,61,55,58,12,16,12,4,27,4,2,11,3,2,3,4,8,0,0,0,1,3,0,0,0,0,6,4,2,28.0,37.0,1.0,2.0,0.04,0.08,84.0,10.0,0.0,66.0,548.0,midfield - Defensive Midfield,2250000.0
670,Ellyes Skhiri,1,76,41,61,11,18,10,10,24,5,10,16,4,2,4,4,5,1,2,2,0,1,0,0,0,1,4,4,2,24.0,32.0,1.0,3.0,0.06,0.08,52.0,4.0,0.0,73.0,715.0,midfield - Defensive Midfield,9000000.0
671,Souleymane Camara,1,6,11,9,3,3,0,1,6,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,1,34.0,24.0,2.0,2.0,0.3,0.1,21.0,1.0,0.0,3.0,142.0,attack - Right Winger,225000.0
672,Nordi Mukiele Mulere,1,57,52,28,4,25,16,6,8,4,4,2,1,2,4,5,2,2,2,0,0,1,1,0,2,0,1,2,2,21.0,25.0,3.0,1.0,0.12,0.06,37.0,1.0,0.0,66.0,293.0,Defender - Right-Back,12600000.0
673,Isaac Mbenza,1,10,26,30,8,4,2,1,5,3,0,0,1,0,1,3,3,1,1,0,0,0,0,0,1,0,1,4,5,21.0,38.0,8.0,0.0,0.31,0.09,65.0,4.0,0.0,20.0,324.0,attack - Right Winger,3150000.0
674,Ronny Rodelin,1,27,65,49,8,14,10,2,18,4,2,8,6,4,1,2,4,1,1,0,0,2,1,0,1,0,4,9,8,27.0,37.0,5.0,6.0,0.24,0.17,108.0,1.0,0.0,24.0,427.0,attack - Right Winger,4500000.0
675,Jonathan Delaplace,1,8,12,9,1,0,0,2,5,1,0,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,31.0,12.0,0.0,1.0,0.08,0.1,19.0,3.0,0.0,9.0,192.0,midfield - Central Midfield,450000.0
676,Pedro Filipe Teodosio Mendes,1,45,33,35,3,29,8,3,24,1,2,2,0,0,4,0,0,1,2,2,2,0,0,0,0,0,5,0,4,26.0,34.0,1.0,1.0,0.02,0.01,16.0,11.0,0.0,65.0,247.0,attack - Centre-Forward,3150000.0
678,Ivan Santini,1,18,34,25,11,7,2,2,11,2,0,6,5,0,1,3,1,0,0,0,0,1,0,0,0,0,2,4,10,28.0,32.0,11.0,1.0,0.45,0.05,58.0,3.0,0.0,15.0,505.0,attack - Centre-Forward,4500000.0
679,Nanitamo Jonathan Ikone,1,2,14,13,3,2,0,1,8,0,0,2,2,0,1,5,2,2,0,0,0,1,0,0,0,0,2,2,1,30.0,18.0,3.0,1.0,0.28,0.29,20.0,2.0,0.0,11.0,111.0,attack - Right Winger,630000.0
680,Bel Durel Avounou,0,15,9,6,1,4,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19.0,9.0,0.0,0.0,0.05,0.09,6.0,1.0,0.0,13.0,163.0,midfield - Central Midfield,720000.0
682,Frederic Guilbert,1,42,38,27,5,25,4,6,19,3,4,3,1,0,1,2,2,1,2,0,0,0,0,0,1,0,3,1,1,22.0,36.0,1.0,2.0,0.03,0.02,44.0,12.0,0.0,126.0,621.0,Defender - Right-Back,5400000.0
684,Benjamin Lecomte,0,25,27,18,0,6,0,5,15,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,26.0,38.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,Goalkeeper,5400000.0
685,Rodrigue Casimir Ninga,1,8,13,9,0,5,0,1,8,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,2,4,2,21.0,37.0,1.0,3.0,0.04,0.05,68.0,8.0,0.0,95.0,716.0,midfield - Defensive Midfield,22500000.0
686,Stef Peeters,1,13,22,25,2,10,0,0,2,2,0,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,25.0,20.0,0.0,2.0,0.18,0.26,50.0,4.0,0.0,16.0,215.0,midfield - Central Midfield,2250000.0
688,Christian Kouakou Yao,0,7,3,7,2,1,0,1,4,0,0,0,1,0,1,2,2,0,1,0,0,0,0,0,0,0,2,0,2,26.0,19.0,1.0,1.0,0.25,0.04,22.0,0.0,0.0,17.0,163.0,attack - Left Winger,900000.0
689,Adama Mbengue,1,25,35,21,1,8,4,1,6,1,0,2,1,0,2,1,2,2,1,0,0,1,0,0,0,0,1,3,0,23.0,19.0,0.0,0.0,0.03,0.1,32.0,2.0,1.0,59.0,302.0,Defender - Left-Back,2700000.0
690,Daniel Alves da Silva,1,40,38,30,12,15,24,3,18,4,8,2,2,4,1,3,1,0,1,0,0,3,0,2,0,0,4,7,0,34.0,25.0,1.0,7.0,0.06,0.25,84.0,7.0,1.0,73.0,354.0,Defender - Right-Back,3600000.0
